Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.527668557291984,0.5225107881133605,-0.5067873731938901,-0.5163799235734484,0.5195881810909314
1.2133516482134197,-1.4829825668676926,-1.3225107746384335,0.5770938751757179,0.5225107881133605,-0.5067873731938901,0.6940460475663703,-2.0494867143031175
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-0.25147794917505856,-0.5527137238424564,-0.5067873731938901,-0.5036203511241232,0.5195881810909314
1.2133516482134197,-1.4829825668676926,-1.3225107746384335,0.36995091908802374,0.5225107881133605,-0.5067873731938901,0.3503258494659029,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,0.36995091908802374,-0.5527137238424564,-0.5067873731938901,-0.5012574673372111,0.5195881810909314
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,1.6818563076434199,-0.5527137238424564,-0.5067873731938901,0.3269332999754732,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-1.9086215978766115,2.672959812024994,0.664747073929648,-0.2550449767409723,0.5195881810909314
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-0.1824302971458272,-0.5527137238424564,1.8362815210531864,-0.442973630695723,0.5195881810909314
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,-1.080049773525835,0.5225107881133605,-0.5067873731938901,-0.08499673697854274,-2.0494867143031175
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-1.7705262938181487,0.5225107881133605,0.664747073929648,-0.3377459092828951,0.5195881810909314
1.2133516482134197,-1.4829825668676926,-1.3225107746384335,1.9580469157603453,-0.5527137238424564,-0.5067873731938901,-0.15155066687422314,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.6657638613504469,-0.5527137238424564,-0.5067873731938901,-0.5012574673372111,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,0.6461415272049492,0.5225107881133605,5.350884862423801,-0.06223365972894651,0.5195881810909314
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,-1.080049773525835,-0.5527137238424564,-0.5067873731938901,-0.5049586885010302,0.5195881810909314
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,1.7509039596726512,-0.5527137238424564,-0.5067873731938901,-0.3509780584896028,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-1.9086215978766115,3.748184323980811,0.664747073929648,-0.10287526086383428,-0.7649492666060931
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,0.09376031097109827,0.5225107881133605,-0.5067873731938901,-0.3131719178990095,0.5195881810909314
-0.8241633836921342,-0.2871914144217163,0.7561375069124818,0.36995091908802374,-0.5527137238424564,-0.5067873731938901,-0.1619473555366363,0.5195881810909314
1.2133516482134197,-0.2871914144217163,0.7561375069124818,0.3009032670587924,-0.5527137238424564,-0.5067873731938901,-0.4076872693754927,0.5195881810909314
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-1.0110021214966036,-0.5527137238424564,-0.5067873731938901,-0.5016506511993533,-0.7649492666060931
1.2133516482134197,-1.4829825668676926,0.7561375069124818,-0.11338264511659583,-0.5527137238424564,-0.5067873731938901,0.017631812268681855,0.5195881810909314
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,-1.4943356857012233,2.672959812024994,0.664747073929648,-0.2550449767409723,0.5195881810909314
1.2133516482134197,0.9085997380242599,-1.3225107746384335,0.5770938751757179,0.5225107881133605,5.350884862423801,-0.06010706432072562,0.5195881810909314
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,-0.7348115133796782,2.672959812024994,1.8362815210531864,4.318080304448669,0.5195881810909314
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,0.7151891792341806,-0.5527137238424564,-0.5067873731938901,-0.1294189521724898,-2.0494867143031175
-0.8241633836921342,-0.2871914144217163,0.7561375069124818,2.5104281319941966,-0.5527137238424564,-0.5067873731938901,-0.45494494511373434,0.5195881810909314
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,-0.11338264511659583,0.5225107881133605,-0.5067873731938901,0.8998532254064127,-2.0494867143031175
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,0.8532844832926434,0.5225107881133605,-0.5067873731938901,0.32953247214107656,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.5967162093212154,-0.5527137238424564,-0.5067873731938901,-0.5012574673372111,0.5195881810909314
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,-0.8038591654089096,1.5977353000691772,-0.5067873731938901,-0.3131719178990095,0.5195881810909314
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-1.080049773525835,0.5225107881133605,-0.5067873731938901,-0.4409245378757128,-2.0494867143031175
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,0.7151891792341806,0.5225107881133605,-0.5067873731938901,-0.47432059216641337,0.5195881810909314
-0.8241633836921342,-0.2871914144217163,-1.3225107746384335,-0.1824302971458272,0.5225107881133605,-0.5067873731938901,-0.2564627070131195,0.5195881810909314
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,-1.83957394584738,0.5225107881133605,1.8362815210531864,0.13254735720784924,-2.0494867143031175
1.2133516482134197,0.9085997380242599,-1.3225107746384335,-0.7348115133796782,-0.5527137238424564,-0.5067873731938901,-0.5044861117436478,-0.7649492666060931
-0.8241633836921342,0.9085997380242599,-1.3225107746384335,-0.8038591654089096,0.5225107881133605,-0.5067873731938901,-0.3169525319580688,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-1.5633833377304547,3.748184323980811,0.664747073929648,0.09678841913023657,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.5967162093212154,-0.5527137238424564,-0.5067873731938901,-0.5059832349110353,0.5195881810909314
1.2133516482134197,-1.4829825668676926,-1.3225107746384335,1.3366180474972629,0.5225107881133605,-0.5067873731938901,0.7969902780875265,-2.0494867143031175
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,-0.044334993087364466,0.5225107881133605,-0.5067873731938901,-0.1619473555366363,0.5195881810909314
-0.8241633836921342,-1.4829825668676926,0.7561375069124818,2.441380479964965,-0.5527137238424564,0.664747073929648,0.5181699912319008,-2.0494867143031175
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,-0.5967162093212154,-0.5527137238424564,-0.5067873731938901,-0.45494494511373434,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.07885881910198016,-0.5527137238424564,-0.5067873731938901,-0.5167731074355907,-2.0494867143031175
1.2133516482134197,-0.2871914144217163,-1.3225107746384335,-1.7014786417889174,0.5225107881133605,1.8362815210531864,-0.12886698251986717,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-1.287192729613529,4.823408835936628,1.8362815210531864,0.2331268136350636,0.5195881810909314
-0.8241633836921342,0.9085997380242599,0.7561375069124818,-0.527668557291984,-0.5527137238424564,-0.5067873731938901,-0.5167731074355907,-2.0494867143031175
